date,description,amount,currency,account,source_file,source_row,category,subcategory
2025-04-18,ANTHROPIC CLAUDE PRO,-19.81,USD,Checking,demo_checking_2025.csv,126,Subscriptions,AI assistants
2025-04-18,AMAZON.COM*A2K9P3RT0,-74.71,USD,Checking,demo_checking_2025.csv,127,SPLIT_AMAZON,Amazon (auto-split)
2025-04-18,UNITED AIRLINES TKT,-526.89,USD,Checking,demo_checking_2025.csv,128,Travel,Flights
2025-04-20,EQUINOX FITNESS,-211.55,USD,Checking,demo_checking_2025.csv,129,Personal Care,Gym / fitness
2025-04-21,WALGREENS #04456,-44.39,USD,Checking,demo_checking_2025.csv,130,Healthcare,Pharmacy
2025-04-22,AMAZON.COM*PRIME MEMBERSHIP,-15.53,USD,Checking,demo_checking_2025.csv,131,SPLIT_AMAZON,Amazon (auto-split)
2025-04-23,BART TICKETS,-12.85,USD,Checking,demo_checking_2025.csv,132,Transport,Public transport (US)
2025-04-25,NYTIMES DIGITAL SUBSCRIPTION,-16.57,USD,Checking,demo_checking_2025.csv,133,Subscriptions,News / writing
2025-04-26,AMAZON.COM*A2K9P3RT0,-82.06,USD,Checking,demo_checking_2025.csv,134,SPLIT_AMAZON,Amazon (auto-split)
2025-04-28,SAFEWAY STORE 0998,-98.17,USD,Checking,demo_checking_2025.csv,135,Groceries,Supermarket (US)
2025-04-28,WALGREENS #04456,-29.28,USD,Checking,demo_checking_2025.csv,136,Healthcare,Pharmacy
2025-04-30,PAYROLL DEPOSIT EXAMPLE CORP,2980.75,USD,Checking,demo_checking_2025.csv,137,Income,Salary
2025-05-01,RENT - PARK STREET PROPERTIES,-2532.57,USD,Checking,demo_checking_2025.csv,138,Housing,Rent
2025-05-01,UNITED AIRLINES TKT,-552.23,USD,Checking,demo_checking_2025.csv,139,Travel,Flights
2025-05-03,PG&E ELECTRIC AUTOPAY,-94.27,USD,Checking,demo_checking_2025.csv,140,EXCLUDE,Credit card payment
2025-05-03,WALGREENS #04456,-31.64,USD,Checking,demo_checking_2025.csv,141,Healthcare,Pharmacy
2025-05-05,AT&T MOBILITY,-87.99,USD,Checking,demo_checking_2025.csv,142,Utilities,Telecom (US)
2025-05-05,UBER *EATS,-37.02,USD,Checking,demo_checking_2025.csv,143,Restaurants,Food delivery
2025-05-07,COMCAST XFINITY INTERNET,-66.97,USD,Checking,demo_checking_2025.csv,144,Utilities,Telecom (US)
2025-05-07,HERTZ RENT A CAR LAX,-185.05,USD,Checking,demo_checking_2025.csv,145,Housing,Rent
2025-05-09,PHILZ COFFEE 24TH ST,-8.09,USD,Checking,demo_checking_2025.csv,146,Restaurants,Coffee / cafe
2025-05-10,BLUE SHIELD CA HEALTH PREMIUM,-394.2,USD,Checking,demo_checking_2025.csv,147,Insurance,Health insurance (US)
2025-05-10,AMAZON.COM*A2K9P3RT0,-83.63,USD,Checking,demo_checking_2025.csv,148,SPLIT_AMAZON,Amazon (auto-split)
2025-05-10,UNITED AIRLINES TKT,-369.0,USD,Checking,demo_checking_2025.csv,149,Travel,Flights
2025-05-11,UBER *EATS,-35.24,USD,Checking,demo_checking_2025.csv,150,Restaurants,Food delivery
2025-05-12,STATE FARM AUTO INSURANCE,-153.35,USD,Checking,demo_checking_2025.csv,151,Insurance,Insurance (US)
2025-05-12,DOORDASH SUSHI ROKU,-57.7,USD,Checking,demo_checking_2025.csv,152,Restaurants,Food delivery
2025-05-13,PHILZ COFFEE 24TH ST,-7.16,USD,Checking,demo_checking_2025.csv,153,Restaurants,Coffee / cafe
2025-05-14,NETFLIX.COM,-17.82,USD,Checking,demo_checking_2025.csv,154,Entertainment,Netflix
2025-05-14,SPOTIFY USA,-12.52,USD,Checking,demo_checking_2025.csv,155,Entertainment,Spotify
2025-05-14,UBER *EATS,-31.57,USD,Checking,demo_checking_2025.csv,156,Restaurants,Food delivery
2025-05-15,PAYROLL DEPOSIT EXAMPLE CORP,2991.94,USD,Checking,demo_checking_2025.csv,157,Income,Salary
2025-05-16,APPLE.COM/BILL,-35.23,USD,Checking,demo_checking_2025.csv,158,Subscriptions,Apple
2025-05-17,TARGET 00012345,-64.84,USD,Checking,demo_checking_2025.csv,159,Uncategorized,
2025-05-18,ANTHROPIC CLAUDE PRO,-20.16,USD,Checking,demo_checking_2025.csv,160,Subscriptions,AI assistants
2025-05-20,EQUINOX FITNESS,-205.1,USD,Checking,demo_checking_2025.csv,161,Personal Care,Gym / fitness
2025-05-20,HOME DEPOT 0099,-198.47,USD,Checking,demo_checking_2025.csv,162,Shopping,Home improvement
2025-05-20,REI CO-OP MOUNTAIN VIEW,-186.01,USD,Checking,demo_checking_2025.csv,163,Uncategorized,
2025-05-22,AMAZON.COM*PRIME MEMBERSHIP,-14.36,USD,Checking,demo_checking_2025.csv,164,SPLIT_AMAZON,Amazon (auto-split)
2025-05-22,AIRBNB * HMTRPDQRS9,-409.27,USD,Checking,demo_checking_2025.csv,165,Travel,Lodging
2025-05-23,UBER *TRIP SAN FRANCISCO,-21.22,USD,Checking,demo_checking_2025.csv,166,Transport,Ride-hailing
2025-05-25,NYTIMES DIGITAL SUBSCRIPTION,-17.27,USD,Checking,demo_checking_2025.csv,167,Subscriptions,News / writing
2025-05-25,SAFEWAY STORE 0998,-74.19,USD,Checking,demo_checking_2025.csv,168,Groceries,Supermarket (US)
2025-05-27,WALGREENS #04456,-41.67,USD,Checking,demo_checking_2025.csv,169,Healthcare,Pharmacy
2025-05-29,SAFEWAY STORE 0998,-122.27,USD,Checking,demo_checking_2025.csv,170,Groceries,Supermarket (US)
2025-05-29,PHILZ COFFEE 24TH ST,-5.7,USD,Checking,demo_checking_2025.csv,171,Restaurants,Coffee / cafe
2025-05-29,STARBUCKS STORE 09221,-8.1,USD,Checking,demo_checking_2025.csv,172,Restaurants,Coffee / cafe
2025-05-30,TRADER JOE'S #154 SF,-61.93,USD,Checking,demo_checking_2025.csv,173,Groceries,Supermarket (US)
2025-05-31,PAYROLL DEPOSIT EXAMPLE CORP,2953.11,USD,Checking,demo_checking_2025.csv,174,Income,Salary
2025-06-01,RENT - PARK STREET PROPERTIES,-2777.15,USD,Checking,demo_checking_2025.csv,175,Housing,Rent
2025-06-01,RESTAURANT FOREIGN CINEMA,-139.1,USD,Checking,demo_checking_2025.csv,176,Restaurants,Restaurant
2025-06-03,PG&E ELECTRIC AUTOPAY,-91.01,USD,Checking,demo_checking_2025.csv,177,EXCLUDE,Credit card payment
2025-06-04,LYFT *RIDE,-23.33,USD,Checking,demo_checking_2025.csv,178,Transport,Ride-hailing
2025-06-05,AT&T MOBILITY,-84.51,USD,Checking,demo_checking_2025.csv,179,Utilities,Telecom (US)
2025-06-07,COMCAST XFINITY INTERNET,-71.43,USD,Checking,demo_checking_2025.csv,180,Utilities,Telecom (US)
2025-06-07,UNITED AIRLINES TKT,-406.48,USD,Checking,demo_checking_2025.csv,181,Travel,Flights
2025-06-08,RESTAURANT FOREIGN CINEMA,-155.2,USD,Checking,demo_checking_2025.csv,182,Restaurants,Restaurant
2025-06-10,BLUE SHIELD CA HEALTH PREMIUM,-414.51,USD,Checking,demo_checking_2025.csv,183,Insurance,Health insurance (US)
2025-06-10,LYFT *RIDE,-24.64,USD,Checking,demo_checking_2025.csv,184,Transport,Ride-hailing
2025-06-11,REI CO-OP MOUNTAIN VIEW,-211.92,USD,Checking,demo_checking_2025.csv,185,Uncategorized,
2025-06-12,STATE FARM AUTO INSURANCE,-142.26,USD,Checking,demo_checking_2025.csv,186,Insurance,Insurance (US)
2025-06-14,NETFLIX.COM,-18.79,USD,Checking,demo_checking_2025.csv,187,Entertainment,Netflix
2025-06-14,SPOTIFY USA,-12.22,USD,Checking,demo_checking_2025.csv,188,Entertainment,Spotify
2025-06-15,PAYROLL DEPOSIT EXAMPLE CORP,2933.36,USD,Checking,demo_checking_2025.csv,189,Income,Salary
2025-06-16,APPLE.COM/BILL,-33.76,USD,Checking,demo_checking_2025.csv,190,Subscriptions,Apple
2025-06-18,ANTHROPIC CLAUDE PRO,-19.07,USD,Checking,demo_checking_2025.csv,191,Subscriptions,AI assistants
2025-06-18,TRANSFER TO BROKERAGE ACCT 0000,-2000.0,USD,Checking,demo_checking_2025.csv,192,TRANSFER,transfer to Brokerage
2025-06-20,EQUINOX FITNESS,-212.19,USD,Checking,demo_checking_2025.csv,193,Personal Care,Gym / fitness
2025-06-22,AMAZON.COM*PRIME MEMBERSHIP,-15.07,USD,Checking,demo_checking_2025.csv,194,SPLIT_AMAZON,Amazon (auto-split)
2025-06-24,PHILZ COFFEE 24TH ST,-8.06,USD,Checking,demo_checking_2025.csv,195,Restaurants,Coffee / cafe
2025-06-25,NYTIMES DIGITAL SUBSCRIPTION,-16.88,USD,Checking,demo_checking_2025.csv,196,Subscriptions,News / writing
2025-06-26,TRADER JOE'S #154 SF,-96.97,USD,Checking,demo_checking_2025.csv,197,Groceries,Supermarket (US)
2025-06-26,RESTAURANT FOREIGN CINEMA,-148.83,USD,Checking,demo_checking_2025.csv,198,Restaurants,Restaurant
2025-06-26,UNITED AIRLINES TKT,-564.29,USD,Checking,demo_checking_2025.csv,199,Travel,Flights
2025-06-26,CHIPOTLE 0298,-13.63,USD,Checking,demo_checking_2025.csv,200,Restaurants,Fast food
2025-06-26,HERTZ RENT A CAR LAX,-159.13,USD,Checking,demo_checking_2025.csv,201,Housing,Rent
2025-06-28,TRADER JOE'S #154 SF,-95.22,USD,Checking,demo_checking_2025.csv,202,Groceries,Supermarket (US)
2025-06-29,SHELL OIL 12345,-73.09,USD,Checking,demo_checking_2025.csv,203,Transport,Fuel
2025-06-30,PAYROLL DEPOSIT EXAMPLE CORP,2913.08,USD,Checking,demo_checking_2025.csv,204,Income,Salary
2025-07-01,RENT - PARK STREET PROPERTIES,-2639.48,USD,Checking,demo_checking_2025.csv,205,Housing,Rent
2025-07-01,DOORDASH SUSHI ROKU,-62.7,USD,Checking,demo_checking_2025.csv,206,Restaurants,Food delivery
2025-07-03,PG&E ELECTRIC AUTOPAY,-92.36,USD,Checking,demo_checking_2025.csv,207,EXCLUDE,Credit card payment
2025-07-04,BART TICKETS,-12.33,USD,Checking,demo_checking_2025.csv,208,Transport,Public transport (US)
2025-07-05,AT&T MOBILITY,-87.51,USD,Checking,demo_checking_2025.csv,209,Utilities,Telecom (US)
2025-07-07,COMCAST XFINITY INTERNET,-68.08,USD,Checking,demo_checking_2025.csv,210,Utilities,Telecom (US)
2025-07-07,LYFT *RIDE,-19.48,USD,Checking,demo_checking_2025.csv,211,Transport,Ride-hailing
2025-07-09,RESTAURANT FOREIGN CINEMA,-128.62,USD,Checking,demo_checking_2025.csv,212,Restaurants,Restaurant
2025-07-09,TRADER JOE'S #154 SF,-62.63,USD,Checking,demo_checking_2025.csv,213,Groceries,Supermarket (US)
2025-07-10,BLUE SHIELD CA HEALTH PREMIUM,-392.37,USD,Checking,demo_checking_2025.csv,214,Insurance,Health insurance (US)
2025-07-10,CHEVRON 0099,-51.13,USD,Checking,demo_checking_2025.csv,215,Transport,Fuel
2025-07-11,WHOLE FOODS MKT 12345 SF,-128.82,USD,Checking,demo_checking_2025.csv,216,Groceries,Supermarket (US)
2025-07-11,SHELL OIL 12345,-61.44,USD,Checking,demo_checking_2025.csv,217,Transport,Fuel
